frame,frame_timestamp,ray_timestamp,ray_index,ray_id,x,y,z,intensity,distance,hit
8,0.809861,0.809861,13,13,14.085000,-0.122918,-0.368842,0.007195,14.090364,1
8,0.809861,0.809861,14,14,61.822800,-0.539520,-0.539540,0.001640,61.827507,1
8,0.809861,0.809861,15,15,0.000000,0.000000,0.000000,0.000000,0.000000,0
8,0.809861,0.809861,16,16,0.000000,0.000000,0.000000,0.000000,0.000000,0
8,0.809861,0.809861,17,17,0.000000,0.000000,0.000000,0.000000,0.000000,0
8,0.809861,0.809861,18,18,7.944690,0.069332,-0.346886,0.012747,7.952562,1
8,0.809861,0.809861,19,19,14.085000,0.122918,-0.368842,0.007195,14.090364,1
8,0.809861,0.809861,20,20,61.822701,0.539519,-0.539539,0.001640,61.827408,1
8,0.809861,0.809861,21,21,0.000000,0.000000,0.000000,0.000000,0.000000,0
8,0.809861,0.809861,22,22,0.000000,0.000000,0.000000,0.000000,0.000000,0
8,0.809861,0.809861,23,23,0.000000,0.000000,0.000000,0.000000,0.000000,0
8,0.809861,0.809861,24,24,7.942050,0.207970,-0.346876,0.012748,7.952341,1
8,0.809861,0.809861,25,25,14.080000,0.368697,-0.368824,0.007195,14.089655,1
8,0.809861,0.809861,26,26,61.790699,1.618050,-0.539424,0.001640,61.814236,1
8,0.809861,0.809861,27,27,0.000000,0.000000,0.000000,0.000000,0.000000,0
8,0.809861,0.809861,28,28,0.000000,0.000000,0.000000,0.000000,0.000000,0
8,0.809861,0.809861,29,29,0.000000,0.000000,0.000000,0.000000,0.000000,0
8,0.809861,0.809861,30,30,7.936780,0.346527,-0.346857,0.012748,7.951910,1
8,0.809861,0.809861,31,31,14.070000,0.614312,-0.368788,0.007196,14.088232,1
8,0.809861,0.809861,32,32,61.726898,2.695050,-0.539196,0.001641,61.788055,1
8,0.809861,0.809861,33,33,0.000000,0.000000,0.000000,0.000000,0.000000,0
8,0.809861,0.809861,34,34,0.000000,0.000000,0.000000,0.000000,0.000000,0
8,0.809861,0.809861,35,35,0.000000,0.000000,0.000000,0.000000,0.000000,0
9,0.900515,0.900515,0,0,8.051120,-0.351520,-0.351855,0.012610,8.066467,1
